clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr;phr9#;phr9_txt;phr9_function;phr9_corr
426943;1877;Genesis 4:13;link;N#>00;qal;606250;MN#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427190;3384;Genesis 7:17;link;J#>W ;qal;607044;W;Conj;;607045;J#>W ;Pred;;607046;>T&HTBH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
427614;5953;Genesis 13:6;link;N#> ;qal;608400;W;Conj;;608401;L>&;Nega;;608402;N#> ;Pred;;608403;>TM ;Objc;;608404;H>RY ;Subj;;;;;;;;;;;;;;;;;
427630;6038;Genesis 13:10;link;J#>&;qal;608453;W;Conj;;608454;J#>&;Pred;;608455;LWV ;Subj;;608456;>T&<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
427645;6124;Genesis 13:14;link;#> ;qal;608505;#> ;Pred;;608506;N> ;Intj;;608507;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
427965;7817;Genesis 18:2;link;J#> ;qal;609484;W;Conj;;609485;J#> ;Pred;;609486;<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
428069;8216;Genesis 18:24;link;T#> ;qal;609771;W;Conj;;609772;L>&;Nega;;609773;T#> ;Pred;;609774;LMQWM ;Cmpl;Adju;609775;LM<N XM#JM HYDJQM ;Adju;;;;;;;;;;;;;;;;;
428079;8273;Genesis 18:26;link;N#>TJ ;qal;609804;W;Conj;;609805;N#>TJ ;Pred;;609806;LKL&HMQWM ;Cmpl;Adju;609807;B<BWRM00;Adju;;;;;;;;;;;;;;;;;;;;;
428231;8893;Genesis 19:21;link;N#>TJ ;qal;610237;HNH ;Intj;;610238;N#>TJ ;Pred;;610239;PNJK ;Objc;;610240;GM LDBR HZH ;Adju;;;;;;;;;;;;;;;;;;;;;
428435;9896;Genesis 21:16;link;T#> ;qal;610884;W;Conj;;610885;T#> ;Pred;;610886;>T&QLH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
428446;9937;Genesis 21:18;link;#>J ;qal;610914;#>J ;Pred;;610915;>T&HN<R ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428519;10312;Genesis 22:4;link;J#> ;qal;611149;W;Conj;;611150;J#> ;Pred;;611151;>BRHM ;Subj;;611152;>T&<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
428563;10512;Genesis 22:13;link;J#> ;qal;611284;W;Conj;;611285;J#> ;Pred;;611286;>BRHM ;Subj;;611287;>T&<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
428960;12336;Genesis 24:63;link;J#> ;qal;612416;W;Conj;;612417;J#> ;Pred;;612418;<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
428963;12345;Genesis 24:64;link;T#> ;qal;612425;W;Conj;;612426;T#> ;Pred;;612427;RBQH ;Subj;;612428;>T&<JNJH ;Objc;;;;;;;;;;;;;;;;;;;;;
429241;13669;Genesis 27:3;link;#>&;qal;613279;#>&;Pred;;613280;N> ;Intj;;613281;KLJK TLJK WQ#TK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
429423;14323;Genesis 27:38;link;J#> ;qal;613765;W;Conj;;613766;J#> ;Pred;;613767;<#W ;Subj;;613768;QLW ;Objc;;;;;;;;;;;;;;;;;;;;;
429555;14948;Genesis 29:1;link;J#> ;qal;614177;W;Conj;;614178;J#> ;Pred;;614179;J<QB ;Subj;;614180;RGLJW ;Objc;;;;;;;;;;;;;;;;;;;;;
429602;15164;Genesis 29:11;link;J#> ;qal;614315;W;Conj;;614316;J#> ;Pred;;614317;>T&QLW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
429901;16535;Genesis 31:10;link;>#> ;qal;615275;W;Conj;;615276;>#> ;Pred;;615277;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
429910;16568;Genesis 31:12;link;#>&;qal;615299;#>&;Pred;;615300;N> ;Intj;;615301;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
429935;16675;Genesis 31:17;link;J#> ;qal;615374;W;Conj;;615375;J#> ;Pred;;615376;>T&BNJW W>T&N#JW ;Objc;;615377;<L&HGMLJM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
430183;17864;Genesis 32:21;link;J#> ;qal;616112;>WLJ ;Modi;;616113;J#> ;Pred;;616114;PNJ00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
430231;18074;Genesis 33:1;link;J#> ;qal;616252;W;Conj;;616253;J#> ;Pred;;616254;J<QB ;Subj;;616255;<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
430248;18155;Genesis 33:5;link;J#> ;qal;616302;W;Conj;;616303;J#> ;Pred;;616304;>T&<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
430565;19668;Genesis 36:7;link;#>T ;qal;617259;L#>T ;Pred;;617260;>TM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430762;20621;Genesis 37:25;link;J#>W ;qal;617819;W;Conj;;617820;J#>W ;Pred;;617821;<JNJHM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
430765;20634;Genesis 37:25;link;N#>JM ;qal;617829;W;Conj;;617830;GMLJHM ;Subj;;617831;N#>JM ;PreC;;617832;NK>T WYRJ WLV ;Objc;;;;;;;;;;;;;;;;;;;;;
430996;21561;Genesis 39:7;link;T#> ;qal;618503;W;Conj;;618504;T#> ;Pred;;618505;>#T&>DNJW ;Subj;;618506;>T&<JNJH ;Objc;;618507;>L&JWSP ;Cmpl;;;;;;;;;;;;;;;;;
431121;22133;Genesis 40:13;link;J#> ;qal;618874;B<WD #L#T JMJM ;Time;;618875;J#> ;Pred;;618876;PR<H ;Subj;;618877;>T&R>#K ;Objc;;;;;;;;;;;;;;;;;;;;;
431146;22261;Genesis 40:19;link;J#> ;qal;618952;B<WD #L#T JMJM ;Time;;618953;J#> ;Pred;;618954;PR<H ;Subj;;618955;>T&R>#K ;Objc;;618956;M<LJK ;Cmpl;;;;;;;;;;;;;;;;;
431152;22298;Genesis 40:20;link;J#> ;qal;618975;W;Conj;;618976;J#> ;Pred;;618977;>T&R># #R HM#QJM W>T&R># #R H>PJM ;Objc;;618978;BTWK <BDJW00;Cmpl;;;;;;;;;;;;;;;;;;;;;
431473;23872;Genesis 42:26;link;J#>W ;qal;619953;W;Conj;;619954;J#>W ;Pred;;619955;>T&#BRM ;Objc;;619956;<L&XMRJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
431674;24702;Genesis 43:29;link;J#> ;qal;620544;W;Conj;;620545;J#> ;Pred;;620546;<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
431701;24811;Genesis 43:34;link;J#> ;qal;620618;W;Conj;;620619;J#> ;Pred;;620620;M#>T M>T PNJW ;Objc;BoundErr;620621;>LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
431710;24848;Genesis 44:1;link;#>T ;qal;620642;#>T ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431942;25819;Genesis 45:19;link;N#>TM ;qal;621325;W;Conj;;621326;N#>TM ;Pred;;621327;>T&>BJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
431953;25884;Genesis 45:23;link;N#>JM ;qal;621365;N#>JM ;PreC;;621366;MVWB MYRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431954;25891;Genesis 45:23;link;N#>T ;qal;621367;N#>T ;PreC;;621368;BR WLXM WMZWN L>BJW LDRK00;Objc;BoundErr;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431971;25969;Genesis 45:27;link;#>T ;qal;621418;L#>T ;Pred;;621419;>TW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431997;26064;Genesis 46:5;link;J#>W ;qal;621488;W;Conj;;621489;J#>W ;Pred;;621490;BNJ&J#R>L ;Subj;;621491;>T&J<QB >BJHM W>T&VPM W>T&N#JHM ;Objc;;621492;B<GLWT ;Cmpl;Adju;;;;;;;;;;;;;;;;
431999;26083;Genesis 46:5;link;#>T ;qal;621496;L#>T ;Pred;;621497;>TW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432203;27267;Genesis 47:30;link;N#>TNJ ;qal;622136;W;Conj;;622137;N#>TNJ ;PreO;;622138;MMYRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
432489;28480;Genesis 50:13;link;J#>W ;qal;622927;W;Conj;;622928;J#>W ;Pred;;622929;>TW ;Objc;;622930;BNJW ;Subj;;622931;>RYH KN<N ;Cmpl;;;;;;;;;;;;;;;;;
432507;28571;Genesis 50:17;link;#> ;qal;622984;>N> ;Intj;;622985;#> ;Pred;;622986;N> ;Intj;;622987;P#< >XJK WXV>TM ;Objc;;;;;;;;;;;;;;;;;;;;;
432510;28582;Genesis 50:17;link;#> ;qal;622993;#> ;Pred;;622994;N> ;Intj;;622995;LP#< <BDJ >LHJ >BJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
433134;31387;Exodus 6:8;link;N#>TJ ;qal;624814;>#R ;Rela;;624815;N#>TJ ;Pred;;624816;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
433639;34116;Exodus 10:13;link;N#> ;qal;626374;W;Conj;;626375;RWX HQDJM ;Subj;;626376;N#> ;Pred;;626377;>T&H>RBH00;Objc;;;;;;;;;;;;;;;;;;;;;
433655;34213;Exodus 10:17;link;#> ;qal;626426;#> ;Pred;;626427;N> ;Intj;;626428;XV>TJ ;Objc;;626429;>K HP<M ;Modi;Time;;;;;;;;;;;;;;;;;;;;
433661;34251;Exodus 10:19;link;J#> ;qal;626447;W;Conj;;626448;J#> ;Pred;;626449;>T&H>RBH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
433876;35448;Exodus 12:34;link;J#> ;qal;627134;W;Conj;;627135;J#> ;Pred;;627136;H<M ;Subj;;627137;>T&BYQW ;Objc;;;;;;;;;;;;;;;;;;;;;
434041;36396;Exodus 14:10;link;J#>W ;qal;627670;W;Conj;;627671;J#>W ;Pred;;627672;BNJ&J#R>L ;Subj;;627673;>T&<JNJHM ;Objc;;;;;;;;;;;;;;;;;;;;;
434577;38950;Exodus 18:22;link;N#>W ;qal;629264;W;Conj;;629265;N#>W ;Pred;;629266;>TK00;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
434606;39118;Exodus 19:4;link;>#> ;qal;629360;W;Conj;;629361;>#> ;Pred;;629362;>TKM ;Objc;;629363;<L&KNPJ N#RJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
434720;39683;Exodus 20:7;link;T#> ;qal;629707;L> ;Nega;;629708;T#> ;Pred;;629709;>T&#M&JHWH >LHJK ;Objc;;629710;L#W> ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
434722;39697;Exodus 20:7;link;J#> ;qal;629715;>T >#R&;Rela;;629716;J#> ;Pred;;629717;>T&#MW ;Objc;;629718;L#W>00;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
435020;41056;Exodus 23:1;link;T#> ;qal;630641;L> ;Nega;;630642;T#> ;Pred;;630643;#M< #W> ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
435084;41368;Exodus 23:21;link;J#> ;qal;630845;KJ ;Conj;;630846;L> ;Nega;;630847;J#> ;Pred;;630848;LP#<KM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
435222;42162;Exodus 25:14;link;#>T ;qal;631284;L#>T ;Pred;;631285;>T&H>RN ;Objc;;631286;BHM00;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;
435258;42387;Exodus 25:27;link;#>T ;qal;631414;L#>T ;Pred;;631415;>T&H#LXN00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435261;42403;Exodus 25:28;link;N#>&;nif;631424;W;Conj;;631425;N#>&;Pred;;631426;BM ;Adju;;631427;>T&H#LXN00;Objc;;;;;;;;;;;;;;;;;;;;;
435412;43457;Exodus 27:7;link;#>T ;qal;631912;B#>T ;Pred;;631913;>TW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435485;43940;Exodus 28:12;link;N#> ;qal;632124;W;Conj;;632125;N#> ;Pred;;632126;>HRN ;Subj;;632127;>T&#MWTM ;Objc;;632128;LPNJ JHWH ;Cmpl;;632129;<L&#TJ KTPJW ;Loca;Cmpl;632130;LZKRN00;Adju;;;;;;;;;
435521;44222;Exodus 28:29;link;N#> ;qal;632246;W;Conj;;632247;N#> ;Pred;;632248;>HRN ;Subj;;632249;>T&#MWT BNJ&J#R>L ;Objc;;632250;BX#N HM#PV ;Adju;BoundErr;632251;<L&LBW ;Cmpl;;632254;LZKRN ;Adju;;632255;LPNJ&JHWH ;Loca;BoundErr;632256;TMJD00;Time;BoundErr
435526;44269;Exodus 28:30;link;N#> ;qal;632266;W;Conj;;632267;N#> ;Pred;;632268;>HRN ;Subj;;632269;>T&M#PV BNJ&J#R>L ;Objc;;632270;<L&LBW ;Cmpl;;632271;LPNJ JHWH ;Loca;Cmpl;632272;TMJD00;Time;;;;;;;;;
435549;44401;Exodus 28:38;link;N#> ;qal;632340;W;Conj;;632341;N#> ;Pred;;632342;>HRN ;Subj;;632343;>T&<WN HQD#JM ;Objc;;;;;;;;;;;;;;;;;;;;;
435570;44522;Exodus 28:43;link;J#>W ;qal;632412;W;Conj;;632413;L>&;Nega;;632414;J#>W ;Pred;;632415;<WN ;Objc;;;;;;;;;;;;;;;;;;;;;
435728;45576;Exodus 30:4;link;#>T ;qal;632919;L#>T ;Pred;;632920;>TW ;Objc;;632921;BHMH00;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;
435749;45700;Exodus 30:12;link;T#> ;qal;632988;KJ ;Conj;;632989;T#> ;Pred;;632990;>T&R># BNJ&J#R>L ;Objc;;632991;LPQDJHM ;Adju;;;;;;;;;;;;;;;;;;;;;
436056;47199;Exodus 32:32;link;T#> ;qal;633846;>M&;Conj;;633847;T#> ;Pred;;633848;XV>TM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
436213;47908;Exodus 34:7;link;N#> ;qal;634304;N#> ;PreC;;634305;<WN WP#< WXV>H ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436363;48826;Exodus 35:21;link;N#>W ;qal;634743;>#R&;Rela;;634744;N#>W ;PreO;;634745;LBW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
436381;48959;Exodus 35:26;link;N#> ;qal;634796;>#R ;Rela;;634797;N#> ;Pred;;634798;LBN ;Subj;;634799;>TNH ;Objc;;634800;BXKMH ;Adju;;;;;;;;;;;;;;;;;
436412;49209;Exodus 36:2;link;N#>W ;qal;634884;>#R ;Rela;;634885;N#>W ;PreO;;634886;LBW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
436525;50004;Exodus 37:5;link;#>T ;qal;635250;L#>T ;Pred;;635251;>T&H>RN00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436550;50156;Exodus 37:14;link;#>T ;qal;635336;L#>T ;Pred;;635337;>T&H#LXN00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436553;50172;Exodus 37:15;link;#>T ;qal;635346;L#>T ;Pred;;635347;>T&H#LXN00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436591;50404;Exodus 37:27;link;#>T ;qal;635454;L#>T ;Pred;;635455;>TW ;Objc;;635456;BHM00;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;
436612;50551;Exodus 38:7;link;#>T ;qal;635529;L#>T ;Pred;;635530;>TW ;Objc;;635531;BHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;
437165;54303;Leviticus 5:1;link;N#> ;qal;637301;W;Conj;;637302;N#> ;Pred;;637303;<WNW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
437244;54700;Leviticus 5:17;link;N#> ;qal;637551;W;Conj;;637552;N#> ;Pred;;637553;<WNW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
437436;55642;Leviticus 7:18;link;T#>00;qal;638087;W;Conj;;638088;HNP# ;Subj;;638092;<WNH ;Objc;;638093;T#>00;Pred;;;;;;;;;;;;;;;;;;;;;
437677;57303;Leviticus 9:22;link;J#> ;qal;638867;W;Conj;;638868;J#> ;Pred;;638869;>HRN ;Subj;;638870;>T&JDJW ;Objc;;638871;>L&H<M ;Cmpl;;;;;;;;;;;;;;;;;
437708;57460;Leviticus 10:4;link;#>W ;qal;638962;#>W ;Pred;;638963;>T&>XJKM ;Objc;;638964;M>T PNJ&HQD# ;Cmpl;;638965;>L&MXWY LMXNH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
437710;57477;Leviticus 10:5;link;J#>M ;qal;638968;W;Conj;;638969;J#>M ;PreO;;638970;BKTNTM ;Adju;;638971;>L&MXWY LMXNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
437755;57769;Leviticus 10:17;link;#>T ;qal;639114;L#>T ;Pred;;639115;>T&<WN H<DH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437842;58244;Leviticus 11:25;link;N#> ;qal;639349;H;Rela;;639350;N#> ;PreC;;639351;MNBLTM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
437858;58305;Leviticus 11:28;link;N#> ;qal;639395;H;Rela;;639396;N#> ;PreC;;639397;>T&NBLTM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
437906;58538;Leviticus 11:40;link;N#> ;qal;639539;H;Rela;;639540;N#> ;PreC;;639541;>T&NBLTH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
438432;61669;Leviticus 15:10;link;NW#> ;qal;641193;H;Rela;;641194;NW#> ;PreC;;641195;>WTM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
438610;62698;Leviticus 16:22;link;N#> ;qal;641787;W;Conj;;641788;N#> ;Pred;;641789;H#<JR ;Subj;;641790;<LJW ;Cmpl;;641791;>T&KL&<WNTM ;Objc;;641792;>L&>RY GZRH ;Cmpl;;;;;;;;;;;;;
438727;63383;Leviticus 17:16;link;N#> ;qal;642153;W;Conj;;642154;N#> ;Pred;;642155;<WNW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
438845;63909;Leviticus 19:8;link;J#> ;qal;642486;W;Conj;;642488;<WNW ;Objc;;642489;J#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
438872;64024;Leviticus 19:15;link;T#> ;qal;642569;L>&;Nega;;642570;T#> ;Pred;;642571;PNJ&DL ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
438880;64060;Leviticus 19:17;link;T#> ;qal;642595;W;Conj;;642596;L>&;Nega;;642597;T#> ;Pred;;642598;<LJW ;Cmpl;;642599;XV>00;Objc;;;;;;;;;;;;;;;;;
439024;64738;Leviticus 20:17;link;J#>00;qal;643035;<WNW ;Objc;;643036;J#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439033;64779;Leviticus 20:19;link;J#>W00;qal;643062;<WNM ;Objc;;643063;J#>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439037;64790;Leviticus 20:20;link;J#>W ;qal;643071;XV>M ;Objc;;643072;J#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439194;65518;Leviticus 22:9;link;J#>W ;qal;643521;W;Conj;;643522;L>&;Nega;;643523;J#>W ;Pred;;643524;<LJW ;Cmpl;;643525;XV> ;Objc;;;;;;;;;;;;;;;;;
439220;65635;Leviticus 22:16;link;H#J>W ;hif;643607;W;Conj;;643608;H#J>W ;Pred;;643609;>WTM ;Objc;;643610;<WN >#MH ;Objc;;;;;;;;;;;;;;;;;;;;;
439443;67028;Leviticus 24:15;link;N#> ;qal;644285;W;Conj;;644286;N#> ;Pred;;644287;XV>W00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
439954;69634;Numbers 1:2;link;#>W ;qal;645984;#>W ;Pred;;645985;>T&R># KL&<DT BNJ&J#R>L LM#PXTM LBJT >BTM BMSPR #MWT KL&ZKR LGLGLTM00;Objc;BoundErr;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440030;70303;Numbers 1:49;link;T#> ;qal;646138;W;Conj;;646139;>T&R>#M ;Objc;;646140;L> ;Nega;;646141;T#> ;Pred;;646142;BTWK BNJ J#R>L00;Adju;Cmpl;;;;;;;;;;;;;;;;
440033;70328;Numbers 1:50;link;J#>W ;qal;646150;HMH ;Subj;;646151;J#>W ;Pred;;646152;>T&HM#KN W>T&KL&KLJW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
440207;71559;Numbers 3:40;link;#> ;qal;646632;W;Conj;;646633;#> ;Pred;;646634;>T MSPR #MTM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
440234;71775;Numbers 4:2;link;N#> ;qal;646719;N#> ;Pred;;646720;>T&R># BNJ QHT ;Objc;;646721;MTWK BNJ LWJ ;Cmpl;;646722;LM#PXTM LBJT >BTM00;Adju;;;;;;;;;;;;;;;;;;;;;
440275;72077;Numbers 4:15;link;#>T ;qal;646856;L#>T ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440297;72197;Numbers 4:22;link;N#> ;qal;646911;N#> ;Pred;;646912;>T&R># BNJ GR#WN GM&HM ;Objc;;646913;LBJT >BTM LM#PXTM00;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
440305;72244;Numbers 4:25;link;N#>W ;qal;646930;W;Conj;;646931;N#>W ;Pred;;646932;>T&JRJ<T HM#KN W>T&>HL MW<D MKSHW WMKSH HTX# W>T&MSK PTX >HL MW<D00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
440482;73387;Numbers 5:31;link;T#> ;qal;647495;W;Conj;;647496;H>#H HHW> ;Subj;;647497;T#> ;Pred;;647498;>T&<WNH00;Objc;;;;;;;;;;;;;;;;;;;;;
440566;73861;Numbers 6:26;link;J#> ;qal;647754;J#> ;Pred;;647755;JHWH ;Subj;;647756;PNJW ;Objc;;647757;>LJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
440598;74058;Numbers 7:9;link;J#>W00;qal;647849;BKTP ;Cmpl;Adju;647850;J#>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440887;76019;Numbers 9:13;link;J#> ;qal;648638;XV>W ;Objc;;648639;J#> ;Pred;;648640;H>J# HHW>00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
440972;76520;Numbers 10:17;link;N#>J ;qal;648907;W;Conj;;648908;* NS<W ;Pred;;648909;* BNJ&GR#WN WBNJ MRRJ N#>J HM#KN00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
440977;76558;Numbers 10:21;link;N#>J ;qal;648923;W;Conj;;648924;* NS<W ;Pred;;648925;* HQHTJM N#>J HMQD# ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
441073;77024;Numbers 11:12;link;#>HW ;qal;649210;#>HW ;PreO;;649211;BXJQK ;Cmpl;Adju;649216;<L H>DMH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
441074;77029;Numbers 11:12;link;J#> ;qal;649212;K>#R ;Conj;;649213;J#> ;Pred;;649214;H>MN ;Subj;;649215;>T&HJNQ ;Objc;;;;;;;;;;;;;;;;;;;;;
441083;77070;Numbers 11:14;link;#>T ;qal;649238;L#>T ;Pred;;649239;>T&KL&H<M HZH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441100;77147;Numbers 11:17;link;N#>W ;qal;649295;W;Conj;;649296;N#>W ;Pred;;649297;>TK ;Adju;;649298;BM#> H<M ;Cmpl;;;;;;;;;;;;;;;;;;;;;
441101;77155;Numbers 11:17;link;T#> ;qal;649299;W;Conj;;649300;L>&;Nega;;649301;T#> ;Pred;;649302;>TH ;Subj;;649303;LBDK00;Adju;;;;;;;;;;;;;;;;;
441314;78162;Numbers 13:23;link;J#>HW ;qal;649935;W;Conj;;649936;J#>HW ;PreO;;649937;BMWV ;Adju;;649938;B#NJM ;Adju;;;;;;;;;;;;;;;;;;;;;
441360;78408;Numbers 14:1;link;T#> ;qal;650074;W;Conj;;650075;T#> ;Pred;;650076;KL&H<DH ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
441430;78774;Numbers 14:18;link;N#> ;qal;650287;N#> ;PreC;;650288;<WN WP#< ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441434;78806;Numbers 14:19;link;N#>TH ;qal;650300;W;Conj;;650301;K>#R ;Conj;;650302;N#>TH ;Pred;;650303;L<M HZH ;Cmpl;Adju;650304;MMYRJM W<D&HNH00;Cmpl;;;;;;;;;;;;;;;;;
441470;78998;Numbers 14:30;link;N#>TJ ;qal;650414;>#R ;Rela;;650415;N#>TJ ;Pred;;650416;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
441481;79051;Numbers 14:33;link;N#>W ;qal;650447;W;Conj;;650448;N#>W ;Pred;;650449;>T&ZNWTJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
441483;79079;Numbers 14:34;link;T#>W ;qal;650453;BMSPR HJMJM >RB<JM JWM JWM L#NH JWM L#NH ;Adju;;650457;T#>W ;Pred;;650458;>T&<WNTJKM ;Objc;;650459;>RB<JM #NH ;Time;;;;;;;;;;;;;;;;;;;;;
441661;80119;Numbers 16:3;link;TTN#>W ;hit;651016;W;Conj;;651017;MDW< ;Ques;;651018;TTN#>W ;Pred;;651019;<L&QHL JHWH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
441717;80343;Numbers 16:15;link;N#>TJ ;qal;651163;L> ;Nega;;651164;XMWR >XD ;Objc;;651165;MHM ;Cmpl;;651166;N#>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;
441895;81306;Numbers 18:1;link;T#>W ;qal;651718;>TH WBNJK WBJT&>BJK >TK ;Subj;;651719;T#>W ;Pred;;651720;>T&<WN HMQD# ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
441896;81316;Numbers 18:1;link;T#>W ;qal;651721;W;Conj;;651722;>TH WBNJK >TK ;Subj;;651723;T#>W ;Pred;;651724;>T&<WN KHNTKM00;Objc;;;;;;;;;;;;;;;;;;;;;
441967;81789;Numbers 18:22;link;#>T ;qal;651949;L#>T ;Pred;;651950;XV> ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441970;81804;Numbers 18:23;link;J#>W ;qal;651956;W;Conj;;651957;HM ;Subj;;651958;J#>W ;Pred;;651959;<WNM ;Objc;;;;;;;;;;;;;;;;;;;;;
441995;81981;Numbers 18:32;link;T#>W ;qal;652050;W;Conj;;652051;L>&;Nega;;652052;T#>W ;Pred;;652053;<LJW ;Cmpl;;652054;XV> ;Objc;;;;;;;;;;;;;;;;;
442564;84793;Numbers 23:7;link;J#> ;qal;653814;W;Conj;;653815;J#> ;Pred;;653816;M#LW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
442615;84990;Numbers 23:18;link;J#> ;qal;653967;W;Conj;;653968;J#> ;Pred;;653969;M#LW ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
